응답자ID,업종,규모,SQ3_2,문1_1,문1_2,문1_3,문1_4,문1_5,문1_6,문1_7,문1_8,문1_9,문1_10,문2_1,문2_2,문2_3,문2_4,문2_5,문2_6,문2_7,문2_8,문3_1_1,문3_1_2,문3_1_3,문3_2_1,문3_2_2,문3_2_3,문3_3_1,문3_3_2,문3_3_3,문3_4_1,문3_4_2,문3_4_3,문3_5_1,문3_5_2,문3_5_3,문4_1_1,문4_1_2,문4_1_3,문4_1_4,문4_2_1,문4_2_2,문4_2_3,문4_2_4,문5_1,문5_2,문6_1,문6_2,문7_1,문7_2,문7_3,문8_1,문8_2,문8_3,문8_4,문9_1,문9_2,문9_3,문9_4,문9_5,문9_6,문10_1,문10_2,문10_3,문10_4,문11_1,문11_2,문11_3,문11_4,문11_4_1,문11_5,문11_6,문12_1_1,문12_2_1,문12_2_2,문12_2_3,문12_2_4,문13_1,문13_2,문13_3,문13_4,문13_1_1,문13_1_2,문13_1_3,문13_1_4,문14_1,문14_2,문14_3,문14_4,문14_5,문14_6,문14_7,문14_8,문14_9,문14_9_TXT,문14_9999,문15_1,문15_2,문15_3,문15_4,문15_5,문15_6,문15_7,문15_8,문15_9,문15_9_TXT,문16_1,문16_2,문16_3,문17_1_1,문17_1_2,문17_1_3,문17_1_4,문17_2_1,문17_2_2,문17_2_3,문17_2_4,문17_3_1,문17_3_2,문17_3_3,문17_3_4,문17_4_1,문17_4_2,문17_4_3,문17_4_4,문17_5_1,문17_5_2,문17_5_3,문17_5_4,문17_6_1,문17_6_2,문17_6_3,문17_6_4,문17_7_1,문17_7_2,문17_7_3,문17_7_4,문17_8_1,문17_8_2,문17_8_3,문17_8_4,문17_9_1,문17_9_2,문17_9_3,문17_9_4,문17_9_TXT,문18,문18_9_TXT,문19_1,문19_2,문19_3,문19_4,문19_5,문19_6,문19_7,문19_8,문19_9,문19_9_TXT,문20_1,문20_2,문20_3,문21_1,문21_2,문21_3,문21_4,문21_5,문21_6,문21_7,문21_8,문21_9,문21_10,문21_11,문21_12,문21_13,문21_14,문21_15,문21_16,문22_1,문22_2,문22_3,문22_4,문22_5,문22_6,문22_7,문22_8,문22_8_TXT,문23_1,문23_2,문23_3,문23_4,문23_5,문23_6,문23_7,문23_8,문23_9,문23_10,문23_11,문23_12,문23_12_TXT,문24_1,문24_2,문24_3,문24_4,문24_5,문24_6,문24_7,문24_8,문24_9,문24_10,문25_1_1_1,문25_1_1_2,문25_1_2_1,문25_1_2_2,문25_1_3_1,문25_1_3_2,문25_1_4_1,문25_1_4_2,문25_2_1_1,문25_2_1_2,문25_2_2_1,문25_2_2_2,문25_2_3_1,문25_2_3_2,문25_2_4_1,문25_2_4_2,문26,문27_1,문27_2,문27_3,문27_4,문27_5,문27_6,문27_7,문27_7_TXT,문28_1,문28_2,문28_3,문28_4,문28_5,문28_6,문29_1,문29_2,문29_3,문29_4,문30_1,문30_2,문30_3,문30_4,문30_5,문30_6,문30_7,문30_8,문30_9,문30_10,문30_11,문30_12,문30_12_TXT,문30_13,문31_1,문31_2,문31_3,문31_4,문32_1,문32_2,문32_3,문32_4,문33_1,문33_2,문33_3,문34_1,문34_2,문34_3,문34_4,문34_4_TXT,문35_1,문35_2,문35_3,문35_4,문35_4_TXT,문35_5,문35_5_TXT,문36_1,문36_2,문36_3_1,문36_3_2,문36_3_3,문36_3_4,문36_3_5,문36_3_6,문36_3_7,문36_4,문36_5,문37_1_1,문37_1_2,문37_2_1,문37_2_2,문37_3_1,문37_3_2,문38_1_1,문38_1_2,문38_1_3,문38_2_1,문38_2_2,문38_2_3,문39,문40_1,문40_1_TXT,문40_2,문40_3,문40_4,문40_5,문40_6,문40_6_TXT,문41,문41_7_TXT,문42,문43,WT1,
3919,31,5,경상남도,5,3,3,5,4,5,5,4,3,3,1,1,1,1,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,10000,100.00,0.00,0.00,0.00,100,100,95,100,,,,,,,,4,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0,0,0,0,,,1,0,0,2,2,2,3,3,3,3,3,4,4,3,4,4,3,2,2,4,0,4,3,3,4,3,,,3,3,3,3,3,4,4,4,3,0,4,,,2,6,1,7,5,4,4,5,4,5,3,4,72,1,15,2,10,3,13,3,65,1,15,2,7,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,2,3,,2,,,,,,1,1,2072200,1000000,2786100,1300000,3108600,1500000,4181,4648,4980,10,10,20,1,,,1,2,,,,,1,,,40,1.5556,
3920,31,5,경상남도,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,3,1,1,0,1,0,20,80,1,,,,1,1,1,1,1,1,1,2,3,4,1,1,0,1,1,0,0,70000,80.00,0.00,0.00,20.00,100,100,97,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,5,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,2,0,,,1,1,1,4,4,4,4,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,4,5,,,3,3,3,3,3,3,3,3,3,3,3,,,4,4,3,5,5,3,5,6,7,7,15,4,43,1,22,2,20,3,40,1,15,3,35,2,10,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,0,0,1,2,2,2,3,3,3,,,1,,2,,,,,2,4,,2,,,,,,1,1,10634033,10251069,9599758,9003102,8317581,7703321,9900,9797,9461,0.3,1,1,1,,,,,1,2,,,2,,,60,1.5556,
3921,31,5,경기도,5,4,3,4,3,5,5,4,3,3,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,1,1,0,1,0,10,90,1,,,,1,1,1,0,0,0,1,,,,1,1,0,1,1,0,0,80000,100.00,0.00,0.00,0.00,100,100,98,100,,,,,1,2,,4,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0,0,0,0,,,1,1,1,3,3,3,3,2,2,2,2,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,,,3,3,3,3,3,4,4,4,4,0,4,,,5,5,2,3,5,3,4,5,5,5,3,4,80,1,10,2,7,3,15,3,62,1,18,2,5,4,2,,,,,,,,,,,,,,,,,,,,2,3,4,,,,,,,,,,,0,0,1,0,2,0,0,1,3,3,2,0,0,0,,,2,1,,,,,,2,4,,2,,,,,,1,1,7396889,,4819076,4762183,7349656,5144700,10718,10155,11897,25,3,5,1,,,,,1,2,,,2,,,30,1.5556,
3922,32,1,경기도,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,7,3,7,2,6,3,6,3,6,20,4,30,1,22,3,28,2,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,1533,,2069,,2000,,16,15,15,20,0,0,2,,,1,,,,,,1,,,20,37.6818,
3923,32,1,경기도,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,7,2,6,2,6,2,6,21,4,30,1,22,3,27,2,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,1874,,2042,,1952,,17,15,15,50,0,0,2,,,1,,,,,,1,,,20,37.6818,
3924,32,1,경기도,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,7,6,1,6,1,6,6,2,2,6,21,4,30,1,22,3,27,2,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,1444,,1390,,1270,,8,10,10,10,0,0,2,,,1,,,,,,1,,,20,37.6818,
3925,32,1,경기도,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,7,2,7,2,7,2,6,4,6,20,4,30,1,24,3,26,2,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,2200,,1900,,2150,,9,12,12,10,0,0,2,,,1,,,,,,1,,,20,37.6818,
3926,32,1,광주광역시,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,3,7,3,7,2,3,3,6,20,4,30,1,22,3,28,2,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,1800,,2055,,1740,,10,12,10,0,0,0,2,,,1,,,,,,1,,,20,37.6818,
3927,32,1,충청남도,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,7,2,6,2,7,6,2,3,6,20,4,30,1,24,3,26,2,55,1,20,3,25,2,0,4,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,1,2,,,,,1,1,,,,,,,7,4,2,4114,,3822,,5326,,12,10,10,10,0,0,2,,,1,,,,,,1,,,20,37.6818,
3928,32,1,경기도,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,7,2,7,2,7,2,6,3,6,20,4,30,1,22,3,28,2,55,1,15,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,1929,,1923,,1860,,15,14,14,20,0,0,2,,,1,,,,,,1,,,20,37.6818,
3929,32,1,충청북도,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,7,1,6,2,6,6,1,4,6,22,3,30,1,21,4,27,2,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,2200,,1500,,1800,,10,12,12,0,0,0,2,,,1,,,,,,1,,,20,37.6818,
3930,32,1,경기도,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,3,6,1,7,2,6,4,6,21,4,30,1,23,3,26,2,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,2931,,2968,,2567,,12,13,13,20,0,0,2,,,1,,,,,,1,,,20,37.6818,
3931,32,1,경기도,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,1,6,2,7,3,7,6,2,2,6,20,4,30,1,22,3,28,2,55,1,20,3,25,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,1800,,2060,,2270,,15,16,16,10,0,0,2,,,1,,,,,,1,,,20,37.6818,
3932,32,1,서울특별시,4,3,3,4,3,4,3,4,4,3,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,1,0,0,1,0,0,1,,,,1,0,0,1,1,0,0,350,100.00,0.00,0.00,0.00,105,100,100,105,,,,,,,,,,,,8,,,,4,1,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,,,1,0,0,3,0,0,3,4,4,4,3,3,3,3,3,3,2,2,2,3,1,1,0,0,0,0,,,3,3,3,3,3,3,3,3,3,3,3,,,5,4,4,4,4,3,5,3,5,4,10,3,69,1,1,4,20,2,45,1,15,3,39,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,3,3,3,0,0,2,,,2,1,,,,,,1,1,,2,,4,,,,4,2,3200,,3000,,3000,,30,28,27,20,0,1,2,,,1,,,,,,1,,,20,37.6818,
3933,32,1,경기도,4,3,3,4,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,3,3,3,3,3,3,2,2,3,3,3,3,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,4,4,3,5,4,3,3,5,5,4,5,3,75,1,0,4,20,2,20,2,15,3,65,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,2,1,,,,,,1,1,,,,4,,,,4,2,12200,,10000,,9800,,25,20,20,20,0,0,2,,,1,,,,,,1,,,30,37.6818,
3934,32,1,경기도,4,1,3,4,3,3,4,4,4,3,0,0,1,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,200,100.00,0.00,0.00,0.00,100,100,100,100,,,,,,2,,,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,,,1,0,0,2,0,0,1,3,3,3,3,4,3,3,2,2,2,2,2,3,0,0,0,0,3,0,,,0,0,0,0,0,0,0,0,0,0,0,,,3,3,3,5,4,4,4,4,4,4,5,4,77,1,8,3,10,2,35,2,10,3,54,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,0,0,2,0,0,0,,,2,1,,,,,,1,1,,2,,,,,,4,2,4598,,4888,,2797,,25,25,16,5,0,5,2,,,1,,,,,,5,,,35,37.6818,
3935,32,1,전라북도,4,1,3,4,2,4,4,3,4,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,300,100.00,0.00,0.00,0.00,95,100,100,105,,,,,,,,,,,,8,,,,4,1,1,1,1,1,1,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,,,1,0,0,3,0,0,3,4,4,3,4,4,4,4,3,3,3,3,3,3,0,0,0,0,0,0,,,3,3,3,3,3,3,3,3,3,3,3,,,3,5,3,4,4,3,4,4,4,4,10,3,73,1,2,4,15,2,35,2,10,3,54,1,1,4,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,2,0,4,0,,,2,1,,,,,,1,1,,2,3,,,,,4,2,10565,,6724,,7465,,25,21,21,25,0,0,2,,,1,,,,,,1,,,30,37.6818,
3936,32,1,경기도,4,3,3,4,3,4,4,4,4,3,1,0,0,0,0,0,0,0,0,,,0,,,0,,,,,2,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,3,4,4,3,3,3,2,2,3,3,3,3,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,4,4,4,4,4,3,4,4,5,4,10,3,70,1,5,4,15,2,15,2,7,3,78,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,2,1,,,,,,1,2,,,,,,,7,4,2,8300,,10800,,17900,,17,20,30,15,0,0,2,,,1,,,,,,1,,,30,37.6818,
3937,32,1,충청북도,3,0,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,4,4,4,4,4,4,3,3,3,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,4,4,3,4,4,4,4,5,4,4,5,3,83,1,0,4,12,2,45,1,15,3,40,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,1,,,,,,,7,4,2,2713,,1368,,2745,,25,25,24,1,0,0,2,,,1,,,,,,1,,,30,37.6818,
3938,32,1,경기도,4,2,3,4,2,4,4,4,4,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,3,3,4,3,3,3,2,2,2,2,3,3,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,3,4,3,5,4,4,4,5,4,4,10,3,70,1,5,4,15,2,30,2,10,3,60,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,1,,,3,,,,,4,2,3300,,3200,,3200,,23,23,23,10,0,0,2,,,1,,,,,,1,,,30,37.6818,
3939,32,1,경기도,3,3,3,4,3,4,4,4,4,3,0,0,1,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,2,0,0,150,100.00,0.00,0.00,0.00,95,100,100,100,,,,,,,,,,,,8,,,,4,0,0,0,0,0,0,0,,,1,0,0,,1,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,1,,3,0,0,0,0,0,0,0,,,1,0,0,2,0,0,3,4,4,4,3,3,3,3,4,4,3,3,3,3,0,0,0,0,0,0,,,3,3,3,3,3,3,3,3,3,3,3,,,4,4,3,5,5,3,4,4,4,4,3,3,86,1,1,4,10,2,35,2,10,3,54,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,0,0,2,0,0,0,,,2,1,,,,,,1,1,,2,,,,,,4,2,5300,,5500,,5500,,18,20,20,10,0,5,2,,,1,,,,,,1,,,30,37.6818,
3940,32,1,광주광역시,5,3,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,0,3,3,4,2,2,3,2,2,2,3,3,2,2,0,0,0,0,0,0,0,,,3,3,3,0,0,3,3,3,0,3,0,,,5,3,4,5,5,3,4,5,5,4,5,4,70,1,15,2,10,3,15,3,50,1,35,2,0,4,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,4,0,,,2,1,,,,,,1,2,,,,,,,7,4,2,18045,,20341,,13316,,45,48,40,15,0,0,2,,,1,,,,,,5,,,40,37.6818,
3941,32,1,경기도,3,0,3,3,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,4,0,0,4,4,4,4,2,3,3,3,3,4,0,3,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,3,5,3,5,4,4,4,5,4,4,5,3,84,1,1,4,10,2,30,2,10,3,60,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,1,,,,,,,7,4,2,13000,,12500,,10700,,45,43,41,1,0,0,2,,,1,,,,,,1,,,35,37.6818,
3942,32,1,서울특별시,4,3,3,4,4,3,4,4,3,5,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,2,4,4,2,2,2,2,2,2,2,2,3,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,5,3,3,3,4,3,5,3,4,4,3,4,85,1,5,3,7,2,7,3,13,2,80,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,4,,,,4,2,6089,,7100,,17120,,10,10,12,3,0,0,2,,,1,,,,,,5,,,30,37.6818,
